click,blueTopIndex,blueTopName,blueTopPlay,blueJungleIndex,blueJungleName,blueJunglePlay,blueMidIndex,blueMidName,blueMidPlay,blueBotIndex,blueBotName,blueBotPlay,blueSupportIndex,blueSupportName,blueSupportPlay,speaker_early_index,speaker_late_index,ChampFam,TVJearly,TVJlate,blue_excel_early,blue_excel_late,blue_excel_general,speaker_excel_early,speaker_excel_late,RT,language,age,gender,education,Browser,OS,screenH,screenW,year_started,league_level,hours_total,games_weekly,champfam_total,criteria_early,criteria_late,hierarch_early,hierarch_late,time_in_minutes,participant_id
10,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,5,,,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
11,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,5,0,0,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
12,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,5,0,0,0.59,0.4,0.25,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
13,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,5,0,0,0.59,0.4,0.25,0.57,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
14,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,5,0,0,0.59,0.4,0.25,0.57,0.21,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
15,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,0,5,,,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
16,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,0,5,0,1,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
17,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,0,5,0,1,0.39,0.76,0.76,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
18,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,0,5,0,1,0.39,0.76,0.76,0.73,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
19,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,0,5,0,1,0.39,0.76,0.76,0.73,0.48,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
20,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,1,5,,,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
21,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,1,5,0,1,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
22,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,1,5,0,1,0.26,0.87,0.67,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
23,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,1,5,0,1,0.26,0.87,0.67,0.53,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
24,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,1,5,0,1,0.26,0.87,0.67,0.53,0.57,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
25,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,1,5,,,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
26,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,1,5,1,0,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
27,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,1,5,1,0,0.73,0.28,0.39,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
28,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,1,5,1,0,0.73,0.28,0.39,0.53,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
29,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,1,5,1,0,0.73,0.28,0.39,0.53,0.55,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
30,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,1,1,5,,,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
31,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,1,1,5,1,0,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
32,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,1,1,5,1,0,0.77,0.35,0.53,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
33,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,1,1,5,1,0,0.77,0.35,0.53,0.42,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
34,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,1,1,5,1,0,0.77,0.35,0.53,0.42,0.52,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
35,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,5,,,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
36,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,5,1,0,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
37,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,5,1,0,0.7,0.4,0.52,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
38,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,5,1,0,0.7,0.4,0.52,0.48,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
39,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,5,1,0,0.7,0.4,0.52,0.48,0.64,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
40,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,0,5,,,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
41,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,0,5,0,1,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
42,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,0,5,0,1,0.24,0.69,0.49,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
43,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,0,5,0,1,0.24,0.69,0.49,0.44,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
44,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,0,5,0,1,0.24,0.69,0.49,0.44,0.63,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
45,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,0,5,,,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
46,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,0,5,1,1,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
47,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,0,5,1,1,0.69,0.82,0.6,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
48,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,0,5,1,1,0.69,0.82,0.6,0.57,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
49,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,0,5,1,1,0.69,0.82,0.6,0.57,0.35,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
50,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,1,5,,,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
51,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,1,5,0,0,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
52,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,1,5,0,0,0.5,0.49,0.36,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
53,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,1,5,0,0,0.5,0.49,0.36,0.41,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
54,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,1,5,0,0,0.5,0.49,0.36,0.41,0.53,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
55,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,1,0,5,,,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
56,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,1,0,5,0,1,,,,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
57,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,1,0,5,0,1,0.33,0.69,0.69,,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
58,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,1,0,5,0,1,0.33,0.69,0.69,0.39,,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
59,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,1,0,5,0,1,0.33,0.69,0.69,0.39,0.67,,English,22,Male,3,Firefox,Windows,1080,1920,2014,Gold,"100-1,000",2-Jan,121-150,0,0,0.29,0.7,8.526833333,2
0,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,0,5,,,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
1,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,0,5,1,1,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
2,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,0,5,1,1,0.71,0.74,0.6,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
3,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,0,5,1,1,0.71,0.74,0.6,0.54,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
4,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,0,5,1,1,0.71,0.74,0.6,0.54,0.22,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
5,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,1,5,,,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
6,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,1,5,0,0,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
7,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,1,5,0,0,0.21,0.43,0.37,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
8,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,1,5,0,0,0.21,0.43,0.37,0.1,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
9,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,1,5,0,0,0.21,0.43,0.37,0.1,0.11,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
10,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,0,5,,,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
11,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,0,5,1,1,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
12,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,0,5,1,1,0.87,0.73,0.81,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
13,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,0,5,1,1,0.87,0.73,0.81,0.47,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
14,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,0,5,1,1,0.87,0.73,0.81,0.47,0.38,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
15,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,5,,,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
16,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,5,0,1,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
17,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,5,0,1,0.53,0.67,0.57,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
18,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,5,0,1,0.53,0.67,0.57,0.72,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
19,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,5,0,1,0.53,0.67,0.57,0.72,0.34,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
20,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,0,5,,,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
21,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,0,5,1,1,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
22,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,0,5,1,1,0.81,0.69,0.75,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
23,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,0,5,1,1,0.81,0.69,0.75,0.31,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
24,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,0,5,1,1,0.81,0.69,0.75,0.31,0.37,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
25,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,0,5,,,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
26,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,0,5,1,0,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
27,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,0,5,1,0,0.85,0.57,0.68,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
28,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,0,5,1,0,0.85,0.57,0.68,0.73,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
29,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,0,5,1,0,0.85,0.57,0.68,0.73,0.29,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
30,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,1,5,,,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
31,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,1,5,0,1,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
32,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,1,5,0,1,0.41,0.71,0.62,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
33,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,1,5,0,1,0.41,0.71,0.62,0.33,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
34,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,1,5,0,1,0.41,0.71,0.62,0.33,0.72,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
35,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,1,5,,,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
36,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,1,5,0,0,,,,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
37,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,1,5,0,0,0.26,0.26,0.64,,,,English,19,Male,2,Safari,iPhone/iPod,736,414,2016,Gold,10-100,20-Nov,91-120,0.71,0.78,0.79,0.71,14.69956667,3
