click,blueTopIndex,blueTopName,blueTopPlay,blueJungleIndex,blueJungleName,blueJunglePlay,blueMidIndex,blueMidName,blueMidPlay,blueBotIndex,blueBotName,blueBotPlay,blueSupportIndex,blueSupportName,blueSupportPlay,speaker_early_index,speaker_late_index,ChampFam,TVJearly,TVJlate,blue_excel_early,blue_excel_late,blue_excel_general,speaker_excel_early,speaker_excel_late,RT,language,age,gender,education,background_RT,Browser,OS,screenH,screenW,year_started,league_level,hours_total,games_weekly,champfam_total,time_in_minutes,participant_id,criteria_early,criteria_late,hierarch_early,hierarch_late
8,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,1,0,1,1,0.83,0.84,0.82,0.79,,61.338,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
9,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,1,0,1,1,0.83,0.84,0.82,0.79,0.76,26.324,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
10,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,0,0,,,,,,,,26.324,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
11,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,0,0,1,0,,,,,,26.324,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
12,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,0,0,1,0,0.81,0.55,0.58,,,26.324,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
13,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,0,0,1,0,0.81,0.55,0.58,0.66,,26.324,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
14,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,0,0,1,0,0.81,0.55,0.58,0.66,0.4,46.404,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
15,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,0,0,,,,,,,,46.404,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
16,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,0,0,0,0,,,,,,46.404,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
17,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,0,0,0,0,0.8,0.65,0.61,,,46.404,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
18,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,0,0,0,0,0.8,0.65,0.61,0.56,,46.404,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
19,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,0,0,0,0,0.8,0.65,0.61,0.56,0.64,32.271,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
20,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,1,0,,,,,,,,32.271,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
21,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,1,0,1,1,,,,,,32.271,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
22,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,1,0,1,1,0.8,0.54,0.65,,,32.271,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
23,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,1,0,1,1,0.8,0.54,0.65,0.62,,32.271,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
24,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,1,0,1,1,0.8,0.54,0.65,0.62,0.58,24.397,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
25,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,0,,,,,,,,24.397,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
26,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,0,0,0,,,,,,24.397,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
27,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,0,0,0,0.43,0.39,0.41,,,24.397,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
28,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,0,0,0,0.43,0.39,0.41,0.39,,24.397,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
29,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,0,0,0,0.43,0.39,0.41,0.39,0.48,21.866,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
30,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,0,0,,,,,,,,21.866,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
31,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,0,0,0,0,,,,,,21.866,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
32,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,0,0,0,0,0.31,0.24,0.48,,,21.866,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
33,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,0,0,0,0,0.31,0.24,0.48,0.64,,21.866,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
34,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,0,0,0,0,0.31,0.24,0.48,0.64,0.33,24.465,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
35,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,1,0,,,,,,,,24.465,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
36,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,1,0,0,1,,,,,,24.465,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
37,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,1,0,0,1,0.18,0.62,0.67,,,24.465,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
38,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,1,0,0,1,0.18,0.62,0.67,0.57,,24.465,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
39,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,1,0,0,1,0.18,0.62,0.67,0.57,0.28,22.604,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
40,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,0,,,,,,,,22.604,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
41,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,0,0,1,,,,,,22.604,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
42,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,0,0,1,0.71,0.64,0.54,,,22.604,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
43,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,0,0,1,0.71,0.64,0.54,0.72,,22.604,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
44,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,0,0,1,0.71,0.64,0.54,0.72,0.72,19.667,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
45,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,1,0,,,,,,,,19.667,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
46,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,1,0,1,1,,,,,,19.667,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
47,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,1,0,1,1,0.78,0.85,0.94,,,19.667,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
48,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,1,0,1,1,0.78,0.85,0.94,0.68,,19.667,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
49,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,1,0,1,1,0.78,0.85,0.94,0.68,0.69,21.581,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
50,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,0,,,,,,,,21.581,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
51,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,0,0,0,,,,,,21.581,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
52,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,0,0,0,0.61,0.51,0.58,,,21.581,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
53,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,0,0,0,0.61,0.51,0.58,0.59,,21.581,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
54,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,0,0,0,0.61,0.51,0.58,0.59,0.65,18.578,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
55,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,,,,,,,,18.578,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
56,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,1,1,,,,,,18.578,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
57,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,1,1,0.76,0.79,0.74,,,18.578,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
58,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,1,1,0.76,0.79,0.74,0.73,,18.578,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
59,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,1,1,0.76,0.79,0.74,0.73,0.77,17.669,English ,20,Female,2,37.652,Safari,Mac,900,1440,0,-1,-1,-1,-1,7.89315,29,,,,
0,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,0,0,,,,,,,,,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
1,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,0,0,1,0,,,,,,,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
2,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,0,0,1,0,0.6,0.4,1,,,,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
3,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,0,0,1,0,0.6,0.4,1,0.1,,,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
4,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,0,0,1,0,0.6,0.4,1,0.1,0.1,199.14,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
5,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,0,,,,,,,,199.14,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
6,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,0,0,1,,,,,,199.14,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
7,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,0,1,1,0.5,0.5,1,,,199.14,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
8,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,0,1,1,0.5,0.5,1,0.2,,199.14,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
9,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,0,1,1,0.5,0.5,1,0.2,0.2,250.824,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
10,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,1,0,,,,,,,,250.824,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
11,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,1,0,0,1,,,,,,250.824,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
12,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,1,0,0,1,0.3,0.7,1,,,250.824,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
13,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,1,0,0,1,0.3,0.7,1,0.05,,250.824,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
14,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,1,0,0,1,0.3,0.7,1,0.1,0.8,102.64,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
15,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,1,0,,,,,,,,102.64,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
16,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,1,0,1,0,,,,,,102.64,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
17,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,1,0,1,0,0.8,0.2,1,,,102.64,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
18,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,1,0,1,0,0.8,0.2,1,0.2,,102.64,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
19,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,1,0,1,0,0.8,0.2,1,0.2,0.8,74.175,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
20,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,0,0,,,,,,,,74.175,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
21,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,0,0,1,1,,,,,,74.175,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
22,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,0,0,1,1,0.5,0.5,1,,,74.175,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
23,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,0,0,1,1,0.5,0.5,1,1,,74.175,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
24,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,0,0,1,1,0.5,0.5,1,1,0.1,61.412,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
25,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,0,0,,,,,,,,61.412,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
26,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,0,0,1,0,,,,,,61.412,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
27,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,0,0,1,0,0.7,0.3,1,,,61.412,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
28,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,0,0,1,0,0.7,0.3,1,0.7,,61.412,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
29,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,0,0,1,0,0.7,0.3,1,0.8,0.1,67.52,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
30,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,0,,,,,,,,67.52,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
31,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,0,0,1,,,,,,67.52,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
32,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,0,0,1,0.2,0.8,1,,,67.52,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
33,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,0,0,1,0.2,0.8,1,0.7,,67.52,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
34,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,0,0,1,0.2,0.8,1,0.8,0.2,50.398,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
35,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,,,,,,,,50.398,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
36,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,0,1,,,,,,50.398,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
37,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,0,1,0.1,0.9,1,,,50.398,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
38,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,0,1,0.1,0.9,1,0.9,,50.398,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
39,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,0,1,0.1,0.9,1,0.9,1,73.826,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
40,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,1,0,,,,,,,,73.826,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
41,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,1,0,1,0,,,,,,73.826,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
42,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,1,0,1,0,0.8,0.2,1,,,73.826,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
43,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,1,0,1,0,0.8,0.2,1,0.8,,73.826,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
44,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,1,0,1,0,0.8,0.2,1,0.8,1,31.18,English,20,Female,2,72.847,Chrome,Mac,900,1440,0,-1,-1,-1,-1,19.51048333,30,,,,
