click,blueTopIndex,blueTopName,blueTopPlay,blueJungleIndex,blueJungleName,blueJunglePlay,blueMidIndex,blueMidName,blueMidPlay,blueBotIndex,blueBotName,blueBotPlay,blueSupportIndex,blueSupportName,blueSupportPlay,speaker_early_index,speaker_late_index,ChampFam,TVJearly,TVJlate,blue_excel_early,blue_excel_late,blue_excel_general,speaker_excel_early,speaker_excel_late,RT,language,age,gender,education,background_RT,Browser,OS,screenH,screenW,year_started,league_level,hours_total,games_weekly,champfam_total,time_in_minutes,participant_id,criteria_early,criteria_late,hierarch_early,hierarch_late
30,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,1,0,0,,,,,,,,35.704,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
31,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,1,0,0,0,0,,,,,,35.704,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
32,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,1,0,0,0,0,0.13,0.12,0.17,,,35.704,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
33,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,1,0,0,0,0,0.13,0.12,0.17,0.86,,35.704,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
34,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,1,0,0,0,0,0.13,0.12,0.17,0.86,0.03,27.258,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
35,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,,,,,,,,27.258,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
36,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,0,1,,,,,,27.258,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
37,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,0,1,0.04,0.93,0.62,,,27.258,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
38,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,0,1,0.04,0.93,0.62,0.88,,27.258,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
39,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,0,1,0.04,0.93,0.62,0.88,0.91,22.516,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
40,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,1,0,,,,,,,,22.516,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
41,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,1,0,1,0,,,,,,22.516,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
42,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,1,0,1,0,0.93,0.09,0.53,,,22.516,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
43,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,1,0,1,0,0.93,0.09,0.53,0.87,,22.516,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
44,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,1,0,1,0,0.93,0.09,0.53,0.87,0.92,23.358,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
45,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,0,,,,,,,,23.358,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
46,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,0,0,1,,,,,,23.358,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
47,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,0,0,1,0.04,0.94,0.48,,,23.358,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
48,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,0,0,1,0.04,0.94,0.48,0.02,,23.358,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
49,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,0,0,1,0.04,0.94,0.48,0.02,0.03,21.468,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
50,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,1,0,,,,,,,,21.468,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
51,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,1,0,1,1,,,,,,21.468,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
52,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,1,0,1,1,0.93,0.93,0.86,,,21.468,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
53,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,1,0,1,1,0.93,0.93,0.86,0.04,,21.468,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
54,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,1,0,1,1,0.93,0.93,0.86,0.04,0.9,27.482,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
55,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,0,,,,,,,,27.482,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
56,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,0,0,1,,,,,,27.482,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
57,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,0,0,1,0.05,0.94,0.66,,,27.482,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
58,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,0,0,1,0.05,0.94,0.66,0.03,,27.482,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
59,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,0,0,1,0.05,0.94,0.66,0.03,0.92,25.983,English,20,Female,2,45.103,Chrome,Mac,800,1280,0,-1,0-10,-1,-1,9.253683333,12,,,,
0,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,0,,,,,,,,,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
1,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,0,0,1,,,,,,,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
2,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,0,0,1,0.4,0.96,0.93,,,,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
3,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,0,0,1,0.4,0.96,0.93,0.61,,,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
4,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,0,0,1,0.4,0.96,0.93,1,1,117.026,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
5,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,0,,,,,,,,117.026,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
6,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,0,1,0,,,,,,117.026,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
7,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,0,1,0,1,0.32,0.49,,,117.026,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
8,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,0,1,0,1,0.32,0.49,0.27,,117.026,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
9,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,0,1,0,1,0.32,0.49,0.27,0.21,58.232,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
10,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,1,0,,,,,,,,58.232,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
11,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,1,0,0,1,,,,,,58.232,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
12,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,1,0,0,1,0.62,0.97,0.98,,,58.232,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
13,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,1,0,0,1,0.62,0.97,0.98,0.65,,58.232,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
14,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,1,0,0,1,0.62,0.97,0.98,0.65,0.93,38.411,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
15,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,1,0,,,,,,,,38.411,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
16,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,1,0,0,1,,,,,,38.411,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
17,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,1,0,0,1,0.79,0.95,0.92,,,38.411,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
18,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,1,0,0,1,0.79,0.95,0.92,0.06,,38.411,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
19,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,1,0,0,1,0.79,0.95,0.92,0.06,0.85,36.979,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
20,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,0,0,,,,,,,,36.979,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
21,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,0,0,1,0,,,,,,36.979,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
22,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,0,0,1,0,0.58,0.5,0.64,,,36.979,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
23,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,0,0,1,0,0.58,0.5,0.64,0.44,,36.979,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
24,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,0,0,1,0,0.58,0.5,0.64,0.49,0.18,50.669,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
25,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,0,0,,,,,,,,50.669,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
26,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,0,0,1,1,,,,,,50.669,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
27,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,0,0,1,1,0.74,0.76,0.9,,,50.669,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
28,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,0,0,1,1,0.74,0.76,0.9,0.86,,50.669,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
29,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,1,0,0,1,1,0.74,0.76,0.9,0.86,0.91,28.698,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
30,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,,,,,,,,28.698,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
31,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,1,0,,,,,,28.698,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
32,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,1,0,0.25,0.5,0.62,,,28.698,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
33,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,1,0,0.25,0.5,0.62,0.87,,28.698,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
34,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,0,1,0,0.25,0.5,0.62,0.87,0.71,25.649,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
35,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,1,0,,,,,,,,25.649,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
36,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,1,0,1,1,,,,,,25.649,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
37,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,1,0,1,1,0.75,0.75,0.86,,,25.649,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
38,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,1,0,1,1,0.75,0.75,0.86,0.68,,25.649,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
39,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,1,0,1,1,0.75,0.75,0.86,0.68,0.94,30.631,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
40,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,1,0,0,,,,,,,,30.631,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
41,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,1,0,0,0,0,,,,,,30.631,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
42,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,1,0,0,0,0,0.45,0.45,0.36,,,30.631,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
43,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,1,0,0,0,0,0.45,0.45,0.36,0.35,,30.631,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
44,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,1,0,0,0,0,0.45,0.45,0.36,0.35,0.08,44.627,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
45,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,1,0,0,,,,,,,,44.627,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
46,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,1,0,0,1,1,,,,,,44.627,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
47,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,1,0,0,1,1,0.84,0.86,0.94,,,44.627,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
48,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,1,0,0,1,1,0.84,0.86,0.94,0.9,,44.627,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
49,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,1,0,0,1,1,0.84,0.86,0.94,0.9,0.65,38.348,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
50,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,1,0,,,,,,,,38.348,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
51,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,1,0,1,1,,,,,,38.348,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
52,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,1,0,1,1,0.9,0.92,0.92,,,38.348,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
53,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,1,0,1,1,0.9,0.92,0.92,0.96,,38.348,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
54,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,1,0,1,1,0.9,0.92,0.92,0.96,0.95,30.277,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
55,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,0,0,,,,,,,,30.277,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
56,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,0,0,1,0,,,,,,30.277,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
57,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,0,0,1,0,0.77,0.28,0.61,,,30.277,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
58,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,0,0,1,0,0.77,0.28,0.75,0.22,,30.277,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
59,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,0,0,1,0,0.77,0.28,0.75,0.22,0.04,49.717,,22,Female,2,41.393,Chrome,Mac,900,1440,0,-1,-1,-1,-1,11.4995,17,,,,
0,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,0,3,,,,,,,,,Vietnamese,20,Female,2,23,Chrome,Windows,864,1536,2013,Silver,10-100,2-Jan,0-30,6.408266667,20,0.25,0.05,0.1,0.07
1,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,0,3,1,1,,,,,,,Vietnamese,20,Female,2,23,Chrome,Windows,864,1536,2013,Silver,10-100,2-Jan,0-30,6.408266667,20,0.25,0.05,0.1,0.07
2,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,0,3,1,1,0.65,0.74,0.8,,,,Vietnamese,20,Female,2,23,Chrome,Windows,864,1536,2013,Silver,10-100,2-Jan,0-30,6.408266667,20,0.25,0.05,0.1,0.07
3,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,0,3,1,1,0.65,0.74,0.8,0.64,,,Vietnamese,20,Female,2,23,Chrome,Windows,864,1536,2013,Silver,10-100,2-Jan,0-30,6.408266667,20,0.25,0.05,0.1,0.07
4,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,0,3,1,1,0.65,0.74,0.8,0.64,0.56,54.636,Vietnamese,20,Female,2,23,Chrome,Windows,864,1536,2013,Silver,10-100,2-Jan,0-30,6.408266667,20,0.25,0.05,0.1,0.07
